work_order_id,catalog_id,supplier,device_type,technician,shift,build_date,logcnt_ERROR,logcnt_INFO,logcnt_WARN,logcnt_total,loglen_avg,cl_0,cl_1,cl_-1,saw_noise,failure_label
WO-0000959,CAT-1042,SPLR_09,EMBEDDED_A,Anna,B,2025-01-12,1,3,2,6,26.166666666666668,0,0,1,1,0
WO-0000960,CAT-1103,SPLR_07,RACK1U,Adam,B,2025-01-13,2,10,4,16,30.6875,0,0,1,1,1
WO-0000961,CAT-1070,SPLR_06,EMBEDDED_B,Jody,B,2025-01-13,5,5,4,14,35.142857142857146,0,0,1,1,0
WO-0000962,CAT-1039,SPLR_03,EMBEDDED_B,Carolyn,C,2025-01-13,3,8,8,19,31.526315789473685,0,0,1,1,0
WO-0000963,CAT-1052,SPLR_01,EDGE_AI,Brian,A,2025-01-13,0,6,0,6,26.666666666666668,0,0,1,1,0
WO-0000964,CAT-1043,SPLR_08,EMBEDDED_A,Joseph,C,2025-01-13,4,10,3,17,33.1764705882353,0,0,1,1,1
WO-0000965,CAT-1001,SPLR_09,RACK1U,Michelle,A,2025-01-13,9,6,0,15,39.4,1,0,0,0,0
WO-0000966,CAT-1016,SPLR_16,EDGE_AI,Heather,A,2025-01-13,1,6,1,8,27.0,0,0,1,1,0
WO-0000967,CAT-1066,SPLR_13,STORAGE_NODE,Gerald,C,2025-01-13,3,7,1,11,32.90909090909091,0,0,1,1,1
WO-0000968,CAT-1062,SPLR_06,RACK2U,Ashley,B,2025-01-13,4,6,3,13,33.46153846153846,0,0,1,1,0
WO-0000969,CAT-1016,SPLR_17,EMBEDDED_B,Megan,B,2025-01-13,4,9,3,16,30.8125,0,0,1,1,0
WO-0000970,CAT-1103,SPLR_02,STORAGE_NODE,Derrick,B,2025-01-13,4,7,4,15,37.2,1,0,0,0,0
WO-0000971,CAT-1013,SPLR_12,EDGE_AI,Kyle,C,2025-01-13,3,4,4,11,32.45454545454545,0,0,1,1,0
WO-0000972,CAT-1052,SPLR_16,EMBEDDED_A,Peter,C,2025-01-13,5,8,3,16,36.625,0,0,1,1,0
WO-0000973,CAT-1105,SPLR_10,RACK1U,Tiffany,B,2025-01-13,4,2,6,12,42.75,0,0,1,1,0
WO-0000974,CAT-1086,SPLR_12,NUC,Aaron,B,2025-01-13,2,4,2,8,28.125,0,0,1,1,0
WO-0000975,CAT-1016,SPLR_02,RACK2U,James,A,2025-01-13,2,3,2,7,33.0,0,0,1,1,0
WO-0000976,CAT-1052,SPLR_14,EMBEDDED_A,Anthony,C,2025-01-13,2,8,2,12,27.666666666666668,0,0,1,1,0
WO-0000977,CAT-1006,SPLR_15,RACK2U,Steven,B,2025-01-13,0,10,2,12,26.916666666666668,0,0,1,1,1
WO-0000978,CAT-1013,SPLR_03,RACK2U,Trevor,A,2025-01-13,1,8,0,9,32.333333333333336,0,0,1,1,1
WO-0000979,CAT-1063,SPLR_16,EMBEDDED_B,Philip,C,2025-01-13,1,9,4,14,27.571428571428573,0,0,1,1,0
WO-0000980,CAT-1087,SPLR_11,EMBEDDED_A,Erica,A,2025-01-13,2,3,2,7,29.0,0,0,1,1,0
WO-0000981,CAT-1118,SPLR_02,U25,Katherine,A,2025-01-13,5,4,5,14,43.57142857142857,0,0,1,1,0
WO-0000982,CAT-1053,SPLR_01,RACK1U,Erik,A,2025-01-13,5,8,5,18,40.888888888888886,0,0,1,1,0
WO-0000983,CAT-1071,SPLR_04,NUC,Katherine,A,2025-01-13,1,9,3,13,26.076923076923077,0,0,1,1,0
WO-0000984,CAT-1012,SPLR_07,STORAGE_NODE,Jonathan,B,2025-01-13,1,5,2,8,28.75,0,0,1,1,1
WO-0000985,CAT-1081,SPLR_07,STORAGE_NODE,Mark,B,2025-01-13,1,9,5,15,32.333333333333336,0,0,1,1,1
WO-0000986,CAT-1097,SPLR_01,EMBEDDED_A,Megan,C,2025-01-13,2,6,1,9,29.11111111111111,0,0,1,1,0
WO-0000987,CAT-1004,SPLR_14,RACK1U,Chad,C,2025-01-13,4,5,6,15,41.266666666666666,0,0,1,1,0
WO-0000988,CAT-1003,SPLR_14,NUC,Kyle,B,2025-01-13,2,6,1,9,28.11111111111111,0,0,1,1,0
WO-0000989,CAT-1054,SPLR_01,RACK2U,Tracy,B,2025-01-13,1,7,5,13,33.38461538461539,0,0,1,1,1
WO-0000990,CAT-1011,SPLR_12,EDGE_AI,Gilbert,A,2025-01-13,2,7,2,11,30.09090909090909,0,0,1,1,1
WO-0000991,CAT-1036,SPLR_17,EDGE_AI,Brandon,A,2025-01-13,2,10,1,13,29.076923076923077,0,0,1,1,1
WO-0000992,CAT-1095,SPLR_08,EMBEDDED_A,Carolyn,A,2025-01-13,1,6,2,9,28.555555555555557,0,0,1,1,0
WO-0000993,CAT-1066,SPLR_15,RACK2U,Erica,C,2025-01-13,2,8,7,17,28.176470588235293,0,0,1,1,0
WO-0000994,CAT-1035,SPLR_09,EMBEDDED_A,Steven,C,2025-01-13,3,10,5,18,36.22222222222222,0,0,1,1,1
WO-0000995,CAT-1084,SPLR_11,EMBEDDED_A,Michael,B,2025-01-13,4,8,2,14,30.785714285714285,0,0,1,1,0
WO-0000996,CAT-1026,SPLR_14,EMBEDDED_B,Shannon,B,2025-01-13,2,6,4,12,32.0,0,0,1,1,0
WO-0000997,CAT-1025,SPLR_11,STORAGE_NODE,Jay,C,2025-01-13,4,5,5,14,32.142857142857146,0,0,1,1,1
WO-0000998,CAT-1063,SPLR_03,EMBEDDED_A,Kelsey,B,2025-01-13,5,8,5,18,34.166666666666664,0,0,1,1,1
WO-0000999,CAT-1097,SPLR_14,RACK1U,Gilbert,C,2025-01-13,0,1,2,3,27.333333333333332,0,0,1,1,0
WO-0001000,CAT-1108,SPLR_11,RACK2U,Michael,B,2025-01-13,1,10,3,14,31.428571428571427,0,0,1,1,0
WO-0001001,CAT-1000,SPLR_13,NUC,Kelsey,B,2025-01-13,0,5,6,11,29.636363636363637,0,0,1,1,0
WO-0001002,CAT-1051,SPLR_13,EDGE_AI,Sarah,C,2025-01-13,2,5,1,8,28.625,0,0,1,1,0
WO-0001003,CAT-1033,SPLR_13,NUC,Alexis,C,2025-01-13,1,5,1,7,29.428571428571427,0,0,1,1,0
WO-0001004,CAT-1053,SPLR_14,STORAGE_NODE,Susan,A,2025-01-13,7,8,0,15,30.8,0,0,1,1,0
WO-0001005,CAT-1073,SPLR_10,EDGE_AI,Adrienne,B,2025-01-13,2,4,1,7,37.42857142857143,0,0,1,1,1
WO-0001006,CAT-1073,SPLR_03,EDGE_AI,Erik,B,2025-01-13,2,6,2,10,28.9,0,0,1,1,0
WO-0001007,CAT-1045,SPLR_08,EMBEDDED_B,Margaret,A,2025-01-13,2,8,4,14,31.642857142857142,0,0,1,1,1
WO-0001008,CAT-1045,SPLR_09,EDGE_AI,Katelyn,A,2025-01-13,4,3,5,12,35.583333333333336,0,0,1,1,0
WO-0001009,CAT-1005,SPLR_09,NUC,Gabriel,B,2025-01-13,6,3,3,12,41.166666666666664,0,0,1,1,0
WO-0001010,CAT-1035,SPLR_05,EDGE_AI,Anthony,A,2025-01-13,1,3,4,8,41.5,1,0,0,0,0
WO-0001011,CAT-1071,SPLR_06,RACK1U,Ashley,B,2025-01-13,4,11,1,16,32.0625,0,0,1,1,0
WO-0001012,CAT-1064,SPLR_05,STORAGE_NODE,Philip,B,2025-01-13,5,3,3,11,33.45454545454545,1,0,0,0,0
WO-0001013,CAT-1039,SPLR_09,STORAGE_NODE,Aaron,A,2025-01-13,1,3,0,4,27.5,0,0,1,1,0
WO-0001014,CAT-1029,SPLR_15,EDGE_AI,Adam,A,2025-01-13,3,6,3,12,27.833333333333332,0,0,1,1,0
WO-0001015,CAT-1066,SPLR_10,RACK1U,James,B,2025-01-13,2,3,1,6,41.333333333333336,0,0,1,1,0
WO-0001016,CAT-1112,SPLR_16,RACK2U,Vicki,B,2025-01-13,6,7,1,14,35.142857142857146,0,0,1,1,0
WO-0001017,CAT-1074,SPLR_13,EMBEDDED_A,Daniel,C,2025-01-13,3,10,2,15,31.733333333333334,0,0,1,1,0
WO-0001018,CAT-1106,SPLR_17,U25,Sarah,C,2025-01-13,3,7,3,13,35.07692307692308,0,0,1,1,0
WO-0001019,CAT-1097,SPLR_09,EMBEDDED_A,Kathy,A,2025-01-13,3,3,3,9,33.111111111111114,1,0,0,0,0
WO-0001020,CAT-1021,SPLR_03,EDGE_AI,Michael,A,2025-01-13,6,8,3,17,39.0,0,0,1,1,0
WO-0001021,CAT-1036,SPLR_07,EMBEDDED_A,Michael,C,2025-01-13,2,2,3,7,38.42857142857143,0,0,1,1,0
WO-0001022,CAT-1050,SPLR_14,RACK1U,John,B,2025-01-13,6,9,4,19,31.263157894736842,0,0,1,1,0
WO-0001023,CAT-1008,SPLR_14,EMBEDDED_B,Taylor,B,2025-01-13,2,8,0,10,28.1,0,0,1,1,0
WO-0001024,CAT-1047,SPLR_14,STORAGE_NODE,Aaron,B,2025-01-13,2,4,5,11,31.636363636363637,0,0,1,1,0
WO-0001025,CAT-1046,SPLR_14,RACK2U,James,C,2025-01-13,6,7,4,17,34.411764705882355,0,0,1,1,1
WO-0001026,CAT-1007,SPLR_15,RACK1U,Felicia,A,2025-01-13,5,10,5,20,37.1,0,0,1,1,0
WO-0001027,CAT-1010,SPLR_17,EMBEDDED_A,Dawn,C,2025-01-13,3,6,4,13,30.076923076923077,0,0,1,1,1
WO-0001028,CAT-1037,SPLR_09,STORAGE_NODE,Anna,A,2025-01-13,3,7,2,12,31.25,0,0,1,1,0
WO-0001029,CAT-1034,SPLR_10,STORAGE_NODE,Linda,C,2025-01-13,2,12,2,16,29.4375,0,0,1,1,1
WO-0001030,CAT-1092,SPLR_03,NUC,Tiffany,A,2025-01-13,5,4,0,9,30.88888888888889,0,0,1,1,0
WO-0001031,CAT-1029,SPLR_05,RACK1U,Heather,A,2025-01-13,3,4,2,9,43.44444444444444,0,0,1,1,0
WO-0001032,CAT-1062,SPLR_16,EMBEDDED_A,Susan,B,2025-01-13,3,8,4,15,29.6,0,0,1,1,0
WO-0001033,CAT-1072,SPLR_07,RACK1U,Gabriel,A,2025-01-13,3,3,4,10,37.6,0,0,1,1,0
WO-0001034,CAT-1034,SPLR_12,STORAGE_NODE,Tiffany,B,2025-01-13,2,6,3,11,33.45454545454545,0,0,1,1,0
WO-0001035,CAT-1033,SPLR_15,RACK2U,Danielle,B,2025-01-13,4,6,3,13,45.0,0,0,1,1,0
WO-0001036,CAT-1093,SPLR_12,STORAGE_NODE,Susan,A,2025-01-13,2,6,3,11,27.636363636363637,0,0,1,1,0
WO-0001037,CAT-1077,SPLR_03,EDGE_AI,Jamie,B,2025-01-13,2,10,2,14,28.928571428571427,0,0,1,1,0
WO-0001038,CAT-1092,SPLR_11,RACK2U,Donna,C,2025-01-13,2,9,1,12,28.083333333333332,0,0,1,1,0
WO-0001039,CAT-1007,SPLR_05,RACK1U,Rachel,B,2025-01-13,2,6,3,11,33.45454545454545,0,0,1,1,1
WO-0001040,CAT-1077,SPLR_01,RACK1U,Brenda,A,2025-01-14,0,10,2,12,29.833333333333332,0,0,1,1,0
WO-0001041,CAT-1097,SPLR_02,EMBEDDED_B,Adrienne,A,2025-01-14,2,4,3,9,29.555555555555557,0,0,1,1,0
WO-0001042,CAT-1028,SPLR_05,RACK2U,Erin,A,2025-01-14,2,7,6,15,36.4,0,0,1,1,0
WO-0001043,CAT-1103,SPLR_05,STORAGE_NODE,Donna,A,2025-01-14,11,9,5,25,37.4,1,0,0,0,0
WO-0001044,CAT-1091,SPLR_02,RACK1U,Daniel,A,2025-01-14,3,5,4,12,30.583333333333332,0,0,1,1,0
WO-0001045,CAT-1019,SPLR_16,EMBEDDED_A,Wesley,A,2025-01-14,0,7,2,9,29.11111111111111,0,0,1,1,0
WO-0001046,CAT-1109,SPLR_16,STORAGE_NODE,Tiffany,A,2025-01-14,1,13,0,14,29.071428571428573,0,0,1,1,0
WO-0001047,CAT-1081,SPLR_08,RACK1U,Linda,A,2025-01-14,2,6,0,8,34.0,0,0,1,1,0
WO-0001048,CAT-1116,SPLR_11,RACK2U,Ashley,B,2025-01-14,2,8,1,11,28.545454545454547,0,0,1,1,0
WO-0001049,CAT-1043,SPLR_06,NUC,Trevor,B,2025-01-14,2,6,4,12,35.75,0,0,1,1,0
WO-0001050,CAT-1094,SPLR_07,STORAGE_NODE,Philip,A,2025-01-14,1,5,3,9,28.333333333333332,0,0,1,1,0
WO-0001051,CAT-1068,SPLR_02,NUC,Jonathan,A,2025-01-14,7,3,1,11,36.36363636363637,1,0,0,0,0
WO-0001052,CAT-1118,SPLR_09,RACK2U,Donald,A,2025-01-14,3,8,2,13,31.307692307692307,0,0,1,1,0
WO-0001053,CAT-1022,SPLR_07,RACK1U,Michelle,B,2025-01-14,3,6,1,10,27.1,0,0,1,1,0
WO-0001054,CAT-1042,SPLR_01,RACK2U,Gary,A,2025-01-14,2,7,2,11,41.54545454545455,1,0,0,0,0
WO-0001055,CAT-1072,SPLR_10,U25,Rebecca,A,2025-01-14,3,2,4,9,39.333333333333336,0,0,1,1,0
WO-0001056,CAT-1034,SPLR_01,RACK1U,Katelyn,A,2025-01-14,4,12,5,21,33.23809523809524,0,0,1,1,1
WO-0001057,CAT-1002,SPLR_16,NUC,Gary,B,2025-01-14,7,9,2,18,32.888888888888886,0,0,1,1,0
WO-0001058,CAT-1118,SPLR_02,EMBEDDED_B,Andrew,A,2025-01-14,5,7,3,15,35.86666666666667,0,0,1,1,0
WO-0001059,CAT-1018,SPLR_12,EDGE_AI,Brandon,B,2025-01-14,3,5,9,17,40.11764705882353,0,0,1,1,0
WO-0001060,CAT-1085,SPLR_14,EDGE_AI,Jamie,B,2025-01-14,6,4,3,13,40.38461538461539,0,0,1,1,0
WO-0001061,CAT-1119,SPLR_15,STORAGE_NODE,Alice,B,2025-01-14,2,6,5,13,31.846153846153847,1,0,0,0,1
WO-0001062,CAT-1049,SPLR_17,EDGE_AI,Gregory,B,2025-01-14,1,3,4,8,30.625,0,0,1,1,0
WO-0001063,CAT-1057,SPLR_10,EMBEDDED_B,Brian,A,2025-01-14,6,6,1,13,41.84615384615385,0,0,1,1,0
WO-0001064,CAT-1086,SPLR_14,EDGE_AI,Brian,A,2025-01-14,5,7,1,13,31.76923076923077,0,0,1,1,0
WO-0001065,CAT-1115,SPLR_13,NUC,Adrienne,C,2025-01-14,5,4,2,11,39.36363636363637,0,0,1,1,0
WO-0001066,CAT-1025,SPLR_11,STORAGE_NODE,Heather,A,2025-01-14,2,6,2,10,30.8,0,0,1,1,0
WO-0001067,CAT-1069,SPLR_17,U25,Tiffany,B,2025-01-14,5,8,5,18,32.166666666666664,0,0,1,1,0
WO-0001068,CAT-1115,SPLR_09,EDGE_AI,Adam,A,2025-01-14,2,1,0,3,30.333333333333332,0,0,1,1,0
WO-0001069,CAT-1025,SPLR_15,EDGE_AI,Daniel,A,2025-01-14,4,3,5,12,38.833333333333336,0,0,1,1,0
WO-0001070,CAT-1013,SPLR_05,EMBEDDED_B,Amy,A,2025-01-14,1,9,1,11,27.727272727272727,0,0,1,1,0
WO-0001071,CAT-1105,SPLR_04,EDGE_AI,Andrew,B,2025-01-14,2,8,2,12,35.833333333333336,0,0,1,1,0
WO-0001072,CAT-1090,SPLR_14,RACK2U,Lisa,A,2025-01-14,1,8,0,9,28.0,0,0,1,1,0
WO-0001073,CAT-1055,SPLR_05,RACK1U,Tracy,C,2025-01-14,1,5,0,6,26.333333333333332,0,0,1,1,0
WO-0001074,CAT-1028,SPLR_17,U25,Felicia,A,2025-01-14,5,6,2,13,30.307692307692307,0,0,1,1,1
WO-0001075,CAT-1039,SPLR_05,EDGE_AI,Wesley,B,2025-01-14,5,7,2,14,37.42857142857143,0,0,1,1,0
WO-0001076,CAT-1100,SPLR_07,EMBEDDED_A,Michael,B,2025-01-14,2,9,3,14,30.0,0,0,1,1,0
WO-0001077,CAT-1079,SPLR_17,RACK1U,Jamie,B,2025-01-14,6,4,3,13,45.30769230769231,0,0,1,1,0
WO-0001078,CAT-1079,SPLR_14,EDGE_AI,Trevor,B,2025-01-14,4,6,1,11,33.63636363636363,1,0,0,0,1
WO-0001079,CAT-1058,SPLR_02,EDGE_AI,Adrienne,C,2025-01-14,6,5,4,15,33.2,0,0,1,1,1
WO-0001080,CAT-1079,SPLR_15,NUC,Tracy,A,2025-01-14,2,3,3,8,29.375,0,0,1,1,0
WO-0001081,CAT-1111,SPLR_10,EMBEDDED_B,Philip,C,2025-01-14,3,7,5,15,27.933333333333334,0,0,1,1,0
WO-0001082,CAT-1063,SPLR_07,U25,Joseph,A,2025-01-14,1,10,2,13,29.53846153846154,0,0,1,1,0
WO-0001083,CAT-1083,SPLR_07,NUC,Megan,A,2025-01-14,3,4,2,9,27.11111111111111,0,0,1,1,0
WO-0001084,CAT-1012,SPLR_12,EMBEDDED_A,Allison,B,2025-01-14,3,9,6,18,32.833333333333336,0,0,1,1,0
WO-0001085,CAT-1077,SPLR_08,NUC,Adam,A,2025-01-14,1,10,1,12,28.333333333333332,0,0,1,1,0
WO-0001086,CAT-1032,SPLR_06,U25,Daniel,A,2025-01-14,5,10,1,16,28.8125,0,0,1,1,0
WO-0001087,CAT-1021,SPLR_04,RACK2U,Heather,B,2025-01-14,4,6,2,12,40.833333333333336,0,0,1,1,0
WO-0001088,CAT-1074,SPLR_14,STORAGE_NODE,Chad,A,2025-01-14,4,10,2,16,29.0625,0,0,1,1,0
WO-0001089,CAT-1068,SPLR_11,U25,Wesley,A,2025-01-14,0,8,1,9,29.77777777777778,0,0,1,1,0
WO-0001090,CAT-1037,SPLR_08,RACK2U,Andrew,B,2025-01-14,2,4,2,8,39.625,0,0,1,1,0
WO-0001091,CAT-1033,SPLR_15,EMBEDDED_B,Jose,B,2025-01-14,6,5,2,13,30.53846153846154,0,0,1,1,0
WO-0001092,CAT-1012,SPLR_01,EMBEDDED_A,Gerald,B,2025-01-14,1,6,1,8,28.125,0,0,1,1,0
WO-0001093,CAT-1086,SPLR_06,U25,Jody,C,2025-01-14,2,6,1,9,30.444444444444443,0,0,1,1,0
WO-0001094,CAT-1076,SPLR_09,EMBEDDED_A,Erin,A,2025-01-14,3,8,1,12,29.833333333333332,0,0,1,1,0
WO-0001095,CAT-1074,SPLR_09,RACK1U,James,A,2025-01-14,2,4,3,9,31.11111111111111,0,0,1,1,0
WO-0001096,CAT-1085,SPLR_01,EMBEDDED_B,Adrienne,A,2025-01-14,2,6,4,12,35.833333333333336,0,0,1,1,1
WO-0001097,CAT-1095,SPLR_13,EDGE_AI,Thomas,B,2025-01-14,1,6,3,10,26.0,0,0,1,1,0
WO-0001098,CAT-1008,SPLR_17,EMBEDDED_A,Kevin,B,2025-01-14,1,11,1,13,27.615384615384617,0,0,1,1,0
WO-0001099,CAT-1061,SPLR_13,EMBEDDED_A,Gary,A,2025-01-14,1,10,4,15,36.333333333333336,0,0,1,1,0
WO-0001100,CAT-1063,SPLR_06,RACK2U,Chad,A,2025-01-14,3,3,2,8,42.5,1,0,0,0,0
WO-0001101,CAT-1044,SPLR_11,RACK1U,Linda,C,2025-01-14,3,3,3,9,35.22222222222222,0,0,1,1,0
WO-0001102,CAT-1017,SPLR_13,RACK2U,Brandon,B,2025-01-14,9,4,0,13,38.61538461538461,0,0,1,1,1
WO-0001103,CAT-1009,SPLR_01,STORAGE_NODE,Danielle,A,2025-01-14,1,7,0,8,26.875,0,0,1,1,0
WO-0001104,CAT-1026,SPLR_07,STORAGE_NODE,Tracy,A,2025-01-14,4,10,7,21,31.333333333333332,0,0,1,1,0
WO-0001105,CAT-1067,SPLR_12,EMBEDDED_B,Felicia,A,2025-01-14,2,9,1,12,27.166666666666668,0,0,1,1,1
WO-0001106,CAT-1101,SPLR_03,U25,Mark,C,2025-01-14,4,3,3,10,31.0,0,0,1,1,1
WO-0001107,CAT-1014,SPLR_08,U25,Jay,C,2025-01-14,2,8,1,11,27.545454545454547,0,0,1,1,1
WO-0001108,CAT-1017,SPLR_08,NUC,Kelsey,C,2025-01-14,0,4,2,6,30.333333333333332,0,0,1,1,0
WO-0001109,CAT-1086,SPLR_13,STORAGE_NODE,Sarah,C,2025-01-14,3,8,3,14,30.857142857142858,1,0,0,0,0
WO-0001110,CAT-1027,SPLR_17,NUC,Andrew,C,2025-01-14,1,10,1,12,27.583333333333332,0,0,1,1,0
WO-0001111,CAT-1101,SPLR_05,EMBEDDED_A,Philip,B,2025-01-14,8,6,2,16,36.3125,0,0,1,1,1
WO-0001112,CAT-1057,SPLR_10,EMBEDDED_A,Kathy,B,2025-01-14,3,9,2,14,28.285714285714285,0,0,1,1,0
WO-0001113,CAT-1110,SPLR_06,NUC,Taylor,A,2025-01-14,4,13,2,19,32.473684210526315,1,0,0,0,0
WO-0001114,CAT-1065,SPLR_03,U25,Jonathan,B,2025-01-14,3,10,3,16,33.75,0,0,1,1,0
WO-0001115,CAT-1097,SPLR_10,NUC,Carolyn,B,2025-01-14,3,5,1,9,34.888888888888886,0,0,1,1,0
WO-0001116,CAT-1011,SPLR_16,EDGE_AI,Aaron,C,2025-01-14,5,3,3,11,34.0,1,0,0,0,1
WO-0001117,CAT-1065,SPLR_10,NUC,Felicia,C,2025-01-14,3,5,6,14,35.285714285714285,1,0,0,0,1
WO-0001118,CAT-1034,SPLR_08,RACK2U,Jonathan,B,2025-01-14,2,4,4,10,28.0,0,0,1,1,0
WO-0001119,CAT-1036,SPLR_10,RACK2U,Heather,A,2025-01-14,5,4,3,12,42.833333333333336,0,0,1,1,1
WO-0001120,CAT-1058,SPLR_15,U25,Samantha,C,2025-01-15,1,11,4,16,29.8125,1,0,0,0,0
WO-0001121,CAT-1041,SPLR_04,RACK1U,Katherine,B,2025-01-15,6,6,6,18,35.77777777777778,0,0,1,1,0
WO-0001122,CAT-1089,SPLR_03,EDGE_AI,Donald,B,2025-01-15,0,8,3,11,28.363636363636363,0,0,1,1,0
WO-0001123,CAT-1109,SPLR_11,U25,Daniel,A,2025-01-15,3,0,2,5,35.8,1,0,0,0,0
WO-0001124,CAT-1072,SPLR_05,RACK2U,Kimberly,B,2025-01-15,4,7,3,14,31.5,0,0,1,1,0
WO-0001125,CAT-1041,SPLR_10,EDGE_AI,Donald,A,2025-01-15,4,8,1,13,32.69230769230769,0,0,1,1,0
WO-0001126,CAT-1111,SPLR_04,U25,Jody,A,2025-01-15,5,4,3,12,33.416666666666664,0,0,1,1,1
WO-0001127,CAT-1072,SPLR_16,RACK1U,Timothy,A,2025-01-15,1,11,3,15,27.666666666666668,0,0,1,1,0
WO-0001128,CAT-1104,SPLR_06,STORAGE_NODE,Brenda,C,2025-01-15,3,7,3,13,36.0,0,0,1,1,0
WO-0001129,CAT-1051,SPLR_17,EDGE_AI,Anthony,A,2025-01-15,2,4,4,10,28.7,0,0,1,1,0
WO-0001130,CAT-1005,SPLR_17,EMBEDDED_A,Edward,A,2025-01-15,2,7,1,10,26.2,0,0,1,1,0
WO-0001131,CAT-1113,SPLR_08,RACK1U,Sarah,A,2025-01-15,4,2,5,11,43.18181818181818,0,0,1,1,1
WO-0001132,CAT-1015,SPLR_06,EMBEDDED_B,Philip,A,2025-01-15,2,5,2,9,32.0,0,0,1,1,0
WO-0001133,CAT-1041,SPLR_10,EMBEDDED_B,Gabriel,A,2025-01-15,3,7,7,17,37.88235294117647,1,0,0,0,0
WO-0001134,CAT-1008,SPLR_17,U25,Kelsey,B,2025-01-15,1,7,2,10,28.7,0,0,1,1,0
WO-0001135,CAT-1017,SPLR_04,EMBEDDED_A,Kyle,A,2025-01-15,1,12,3,16,26.4375,0,0,1,1,0
WO-0001136,CAT-1109,SPLR_03,NUC,Anna,B,2025-01-15,2,7,4,13,39.07692307692308,0,0,1,1,0
WO-0001137,CAT-1059,SPLR_02,EMBEDDED_A,Brandon,B,2025-01-15,3,5,1,9,33.111111111111114,0,0,1,1,0
WO-0001138,CAT-1025,SPLR_07,U25,Linda,A,2025-01-15,3,4,3,10,34.1,1,0,0,0,0
WO-0001139,CAT-1008,SPLR_09,NUC,Aaron,C,2025-01-15,2,7,2,11,28.727272727272727,0,0,1,1,0
WO-0001140,CAT-1105,SPLR_08,STORAGE_NODE,Anthony,A,2025-01-15,0,12,1,13,28.23076923076923,0,0,1,1,0
WO-0001141,CAT-1009,SPLR_05,U25,Jonathan,A,2025-01-15,7,3,0,10,36.1,0,0,1,1,0
WO-0001142,CAT-1101,SPLR_07,RACK2U,Edward,B,2025-01-15,4,4,4,12,28.916666666666668,0,0,1,1,1
WO-0001143,CAT-1021,SPLR_07,STORAGE_NODE,Brian,A,2025-01-15,3,3,1,7,28.0,0,0,1,1,0
WO-0001144,CAT-1036,SPLR_04,EMBEDDED_A,Wesley,A,2025-01-15,3,10,3,16,32.875,0,0,1,1,0
WO-0001145,CAT-1059,SPLR_04,U25,Joseph,A,2025-01-15,3,4,1,8,37.375,0,0,1,1,1
WO-0001146,CAT-1119,SPLR_16,U25,Gerald,B,2025-01-15,3,9,4,16,31.0625,0,0,1,1,0
WO-0001147,CAT-1005,SPLR_10,EMBEDDED_B,Tiffany,B,2025-01-15,3,6,5,14,32.357142857142854,0,0,1,1,0
WO-0001148,CAT-1115,SPLR_13,NUC,Kevin,A,2025-01-15,1,8,2,11,27.454545454545453,0,0,1,1,0
WO-0001149,CAT-1026,SPLR_06,RACK2U,Erica,B,2025-01-15,0,7,0,7,27.714285714285715,0,0,1,1,0
WO-0001150,CAT-1030,SPLR_12,STORAGE_NODE,Michael,B,2025-01-15,2,2,0,4,27.25,0,0,1,1,0
WO-0001151,CAT-1079,SPLR_16,RACK2U,Daniel,A,2025-01-15,3,5,2,10,27.3,0,0,1,1,0
WO-0001152,CAT-1092,SPLR_10,EMBEDDED_B,Mark,A,2025-01-15,2,1,2,5,30.4,0,0,1,1,0
WO-0001153,CAT-1014,SPLR_06,EDGE_AI,Brian,A,2025-01-15,2,3,0,5,28.0,0,0,1,1,1
WO-0001154,CAT-1005,SPLR_09,EDGE_AI,Vicki,A,2025-01-15,4,6,5,15,33.8,0,0,1,1,0
WO-0001155,CAT-1090,SPLR_16,EDGE_AI,Katelyn,A,2025-01-15,5,2,3,10,40.2,0,0,1,1,0
WO-0001156,CAT-1079,SPLR_06,U25,Steven,B,2025-01-15,1,7,1,9,29.0,0,0,1,1,0
WO-0001157,CAT-1044,SPLR_17,U25,Danielle,B,2025-01-15,6,8,4,18,34.94444444444444,0,0,1,1,0
WO-0001158,CAT-1058,SPLR_15,RACK2U,Sarah,A,2025-01-15,2,6,1,9,32.55555555555556,1,0,0,0,0
WO-0001159,CAT-1101,SPLR_17,NUC,Gilbert,C,2025-01-15,7,8,6,21,37.0,0,0,1,1,0
WO-0001160,CAT-1058,SPLR_13,STORAGE_NODE,Rebecca,B,2025-01-15,1,6,3,10,30.3,0,0,1,1,1
WO-0001161,CAT-1019,SPLR_03,U25,Shannon,A,2025-01-15,4,11,3,18,31.61111111111111,0,0,1,1,0
WO-0001162,CAT-1088,SPLR_16,EMBEDDED_B,Ashley,A,2025-01-15,5,8,0,13,31.307692307692307,0,0,1,1,0
WO-0001163,CAT-1021,SPLR_12,EMBEDDED_A,Anthony,A,2025-01-15,3,10,1,14,26.714285714285715,0,0,1,1,1
WO-0001164,CAT-1011,SPLR_08,NUC,Brandon,B,2025-01-15,3,4,1,8,28.25,0,0,1,1,0
WO-0001165,CAT-1077,SPLR_04,STORAGE_NODE,Kimberly,A,2025-01-15,3,2,3,8,32.375,0,0,1,1,0
WO-0001166,CAT-1040,SPLR_13,RACK1U,Margaret,B,2025-01-15,3,6,2,11,39.18181818181818,0,0,1,1,1
