work_order_id,ts,level,message
WO-0001179,2025-01-15T07:44:43,INFO,device id c64105 detected
WO-0001179,2025-01-15T07:44:52,WARN,step completed: qc duration=118s
WO-0001179,2025-01-15T07:45:56,INFO,invoking task install_driver
WO-0001179,2025-01-15T07:47:00,INFO,device id 91d109 detected
WO-0001179,2025-01-15T07:47:01,INFO,invoking task install_driver
WO-0001179,2025-01-15T07:51:06,ERROR,device id 76b48d detected
WO-0001180,2025-01-15T06:11:31,INFO,device id 1ab40c detected
WO-0001180,2025-01-15T06:15:48,WARN,iPXE timeout on p1p2; no lease acquired
WO-0001180,2025-01-15T06:23:56,INFO,device id dad4ab detected
WO-0001180,2025-01-15T06:27:40,WARN,PXE boot failed: DHCP pool exhausted on VLAN 3437
WO-0001180,2025-01-15T06:33:34,WARN,step completed: flash duration=7s
WO-0001180,2025-01-15T06:34:34,WARN,PXE-E51: No DHCP or proxyDHCP offers on eno1
WO-0001180,2025-01-15T06:37:40,WARN,step completed: audit duration=69s
WO-0001180,2025-01-15T06:41:17,INFO,checksum 044e1514 verified
WO-0001180,2025-01-15T06:44:51,INFO,step completed: flash duration=113s
WO-0001180,2025-01-15T06:45:22,INFO,device id 3a3eea detected
WO-0001180,2025-01-15T06:45:52,INFO,device id 235e2c detected
WO-0001180,2025-01-15T06:52:45,INFO,invoking task stage_image
WO-0001180,2025-01-15T06:53:50,WARN,invoking task collect_telemetry
WO-0001180,2025-01-15T06:57:59,ERROR,device id 1313fd detected
WO-0001181,2025-01-15T08:00:09,INFO,step completed: provision duration=100s
WO-0001181,2025-01-15T08:01:06,ERROR,redfish client timeout contacting BMC at 10.230.122.45; session=1c032bacf279
WO-0001181,2025-01-15T08:06:45,INFO,invoking task collect_telemetry
WO-0001181,2025-01-15T08:07:15,ERROR,UEFI verification failed: signature invalid
WO-0001181,2025-01-15T08:12:23,INFO,invoking task install_driver
WO-0001181,2025-01-15T08:20:15,INFO,device id 54eb41 detected
WO-0001181,2025-01-15T08:24:20,ERROR,IPMI fallback triggered; redfish unresponsive from 172.27.70.108
WO-0001181,2025-01-15T08:25:25,INFO,invoking task run_memtest
WO-0001181,2025-01-15T08:30:08,INFO,step completed: qc duration=5s
WO-0001181,2025-01-15T08:30:30,INFO,step completed: provision duration=111s
WO-0001181,2025-01-15T08:32:04,ERROR,step completed: qc duration=91s
WO-0001181,2025-01-15T08:32:36,INFO,step completed: provision duration=25s
WO-0001181,2025-01-15T08:40:21,INFO,device id 730d40 detected
WO-0001181,2025-01-15T08:45:27,INFO,checksum eaa5ee62 verified
WO-0001181,2025-01-15T08:48:26,ERROR,device id 31670b detected
WO-0001181,2025-01-15T08:54:29,WARN,Secure Boot policy blocked unsigned bootloader 317ba9a099d7
WO-0001181,2025-01-15T08:56:11,INFO,checksum 831c033d verified
WO-0001182,2025-01-15T16:00:39,INFO,invoking task collect_telemetry
WO-0001182,2025-01-15T16:13:17,ERROR,device id 2317a5 detected
WO-0001182,2025-01-15T16:16:29,INFO,checksum 6e450132 verified
WO-0001182,2025-01-15T16:17:42,INFO,device id 8fb9de detected
WO-0001182,2025-01-15T16:34:36,INFO,checksum 6937b19c verified
WO-0001182,2025-01-15T16:36:08,WARN,invoking task install_driver
WO-0001182,2025-01-15T16:36:27,ERROR,SAS link drop: phy6 reset; negotiated 0 Gbps
WO-0001182,2025-01-15T16:41:15,INFO,step completed: qc duration=43s
WO-0001182,2025-01-15T16:45:06,INFO,invoking task run_memtest
WO-0001182,2025-01-15T16:46:28,ERROR,SAS link drop: phy0 reset; negotiated 0 Gbps
WO-0001182,2025-01-15T16:47:07,ERROR,SAS link drop: phy5 reset; negotiated 0 Gbps
WO-0001183,2025-01-15T12:14:17,INFO,device id 0cebfa detected
WO-0001183,2025-01-15T12:17:45,ERROR,device id d117bc detected
WO-0001183,2025-01-15T12:24:13,INFO,step completed: flash duration=73s
WO-0001183,2025-01-15T12:29:31,INFO,device id ee3df5 detected
WO-0001183,2025-01-15T12:33:57,INFO,device id dae881 detected
WO-0001183,2025-01-15T12:45:09,ERROR,invoking task run_memtest
WO-0001183,2025-01-15T12:46:24,WARN,device id 3bbf5d detected
WO-0001183,2025-01-15T12:51:43,WARN,device id d3918e detected
WO-0001183,2025-01-15T12:57:10,ERROR,device id 275393 detected
WO-0001183,2025-01-15T12:59:27,WARN,invoking task run_memtest
WO-0001184,2025-01-15T17:00:43,INFO,checksum 2cf4bfdc verified
WO-0001184,2025-01-15T17:07:46,INFO,invoking task install_driver
WO-0001184,2025-01-15T17:09:16,INFO,step completed: qc duration=102s
WO-0001184,2025-01-15T17:21:44,WARN,checksum e34084f9 verified
WO-0001184,2025-01-15T17:29:26,INFO,invoking task install_driver
WO-0001184,2025-01-15T17:36:55,WARN,invoking task install_driver
WO-0001184,2025-01-15T17:37:54,ERROR,checksum 8d56f667 verified
WO-0001184,2025-01-15T17:40:03,ERROR,PXE-E51: No DHCP or proxyDHCP offers on eno1
WO-0001184,2025-01-15T17:40:51,WARN,PXE boot failed: DHCP pool exhausted on VLAN 1209
WO-0001184,2025-01-15T17:44:07,INFO,invoking task run_memtest
WO-0001184,2025-01-15T17:44:54,ERROR,PXE-E51: No DHCP or proxyDHCP offers on eno2
WO-0001184,2025-01-15T17:52:36,WARN,invoking task run_memtest
WO-0001185,2025-01-15T09:03:50,INFO,step completed: flash duration=49s
WO-0001185,2025-01-15T09:07:09,INFO,invoking task install_driver
WO-0001185,2025-01-15T09:09:34,INFO,step completed: flash duration=67s
WO-0001185,2025-01-15T09:09:35,INFO,checksum 7518c271 verified
WO-0001185,2025-01-15T09:50:48,INFO,invoking task stage_image
WO-0001185,2025-01-15T09:58:09,INFO,invoking task stage_image
WO-0001186,2025-01-15T10:11:18,INFO,checksum c4401607 verified
WO-0001186,2025-01-15T10:11:19,ERROR,invoking task collect_telemetry
WO-0001186,2025-01-15T10:17:33,INFO,step completed: audit duration=23s
WO-0001186,2025-01-15T10:25:09,ERROR,step completed: audit duration=91s
WO-0001186,2025-01-15T10:39:16,WARN,checksum 67c5c711 verified
WO-0001186,2025-01-15T10:55:36,INFO,checksum 22c70a05 verified
WO-0001187,2025-01-15T07:01:50,WARN,step completed: provision duration=22s
WO-0001187,2025-01-15T07:07:31,ERROR,flasher refused downgrade from v1.4.11 to v2.0.0
WO-0001187,2025-01-15T07:09:26,INFO,checksum 9d032111 verified
WO-0001187,2025-01-15T07:27:04,ERROR,flasher refused downgrade from v1.2.19 to v1.2.0
WO-0001187,2025-01-15T07:27:44,ERROR,device id 951391 detected
WO-0001187,2025-01-15T07:27:50,INFO,checksum d2a729d6 verified
WO-0001187,2025-01-15T07:32:03,INFO,device id d55d74 detected
WO-0001187,2025-01-15T07:34:37,INFO,checksum a18a316f verified
WO-0001187,2025-01-15T07:42:20,INFO,step completed: provision duration=29s
WO-0001187,2025-01-15T07:43:10,ERROR,firmware expected=v1.0.10 actual=v1.5.18; aborting flash
WO-0001187,2025-01-15T07:44:12,INFO,invoking task run_memtest
WO-0001187,2025-01-15T07:44:16,ERROR,invoking task install_driver
WO-0001187,2025-01-15T07:47:56,INFO,checksum 7abf6237 verified
WO-0001187,2025-01-15T07:55:02,INFO,invoking task run_memtest
WO-0001188,2025-01-15T11:03:52,INFO,checksum 0d73b8c9 verified
WO-0001188,2025-01-15T11:05:53,WARN,USB bus stall: device 719ec41f0030 on port 6 failed to enumerate
WO-0001188,2025-01-15T11:08:01,INFO,checksum 1ead985b verified
WO-0001188,2025-01-15T11:17:09,INFO,checksum 481ce67e verified
WO-0001188,2025-01-15T11:24:10,ERROR,checksum 3c7fd64b verified
WO-0001188,2025-01-15T11:26:56,INFO,invoking task install_driver
WO-0001188,2025-01-15T11:33:57,INFO,checksum 9a7780e0 verified
WO-0001188,2025-01-15T11:35:02,INFO,invoking task install_driver
WO-0001188,2025-01-15T11:45:00,INFO,device id 66ca15 detected
WO-0001188,2025-01-15T11:46:28,WARN,device id 58b299 detected
WO-0001188,2025-01-15T11:46:40,WARN,device id 6e9819 detected
WO-0001188,2025-01-15T11:55:53,INFO,device id 029e7b detected
WO-0001189,2025-01-15T09:05:16,INFO,step completed: provision duration=92s
WO-0001189,2025-01-15T09:10:22,WARN,device id 6765a2 detected
WO-0001189,2025-01-15T09:11:19,WARN,device id c2302e detected
WO-0001189,2025-01-15T09:15:30,INFO,checksum 049d220c verified
WO-0001189,2025-01-15T09:18:14,ERROR,storage verify failed: tray 10 empty or bad seating
WO-0001189,2025-01-15T09:20:31,WARN,device id 619e3f detected
WO-0001189,2025-01-15T09:23:20,ERROR,device id 4d78bc detected
WO-0001189,2025-01-15T09:29:24,INFO,step completed: flash duration=108s
WO-0001189,2025-01-15T09:38:02,WARN,slot 7: drive presence=0; expected SAS/SATA; serial=f728abe48fe7
WO-0001189,2025-01-15T09:44:08,INFO,checksum 5149b260 verified
WO-0001189,2025-01-15T09:44:21,INFO,checksum a2e6f000 verified
WO-0001189,2025-01-15T09:47:10,INFO,device id 8b23c3 detected
WO-0001190,2025-01-15T13:07:17,INFO,device id 6af305 detected
WO-0001190,2025-01-15T13:16:58,ERROR,Secure Boot policy blocked unsigned bootloader 511a972e4e76
WO-0001190,2025-01-15T13:17:41,INFO,checksum bad71980 verified
WO-0001190,2025-01-15T13:17:59,INFO,device id fcbf7a detected
WO-0001190,2025-01-15T13:23:13,INFO,step completed: flash duration=3s
WO-0001190,2025-01-15T13:26:40,INFO,device id 8e27f1 detected
WO-0001190,2025-01-15T13:27:01,INFO,device id 7834f1 detected
WO-0001190,2025-01-15T13:29:15,INFO,step completed: provision duration=114s
WO-0001190,2025-01-15T13:32:56,ERROR,device id 41b594 detected
WO-0001190,2025-01-15T13:34:22,ERROR,step completed: qc duration=67s
WO-0001190,2025-01-15T13:35:17,ERROR,invoking task collect_telemetry
WO-0001190,2025-01-15T13:38:29,WARN,checksum 5596bc13 verified
WO-0001190,2025-01-15T13:39:34,ERROR,UEFI verification failed: signature invalid
WO-0001190,2025-01-15T13:47:35,INFO,step completed: audit duration=11s
WO-0001190,2025-01-15T13:48:34,INFO,invoking task run_memtest
WO-0001191,2025-01-15T10:10:38,ERROR,device id 815cfb detected
WO-0001191,2025-01-15T10:12:21,WARN,HBA reported link loss on expander port 0
WO-0001191,2025-01-15T10:14:51,INFO,step completed: provision duration=102s
WO-0001191,2025-01-15T10:20:14,INFO,device id 8e5d5d detected
WO-0001191,2025-01-15T10:24:39,INFO,invoking task collect_telemetry
WO-0001191,2025-01-15T10:32:34,INFO,checksum 86b78fbe verified
WO-0001191,2025-01-15T10:36:25,INFO,checksum 2f64f5d4 verified
WO-0001191,2025-01-15T10:49:47,ERROR,SAS link drop: phy0 reset; negotiated 0 Gbps
WO-0001191,2025-01-15T10:50:41,INFO,invoking task stage_image
WO-0001191,2025-01-15T10:51:05,WARN,step completed: flash duration=102s
WO-0001192,2025-01-15T13:20:49,ERROR,storage verify failed: tray 7 empty or bad seating
WO-0001192,2025-01-15T13:26:45,INFO,device id cf1277 detected
WO-0001192,2025-01-15T13:36:41,INFO,step completed: qc duration=48s
WO-0001192,2025-01-15T13:36:59,WARN,storage verify failed: tray 8 empty or bad seating
WO-0001192,2025-01-15T13:46:58,WARN,invoking task run_memtest
WO-0001192,2025-01-15T13:52:28,INFO,step completed: audit duration=62s
WO-0001192,2025-01-15T13:53:37,ERROR,storage verify failed: tray 6 empty or bad seating
WO-0001192,2025-01-15T13:55:10,INFO,device id a61ab8 detected
WO-0001193,2025-01-15T15:01:20,INFO,checksum 492e7f5d verified
WO-0001193,2025-01-15T15:06:55,ERROR,checksum 924adad3 verified
WO-0001193,2025-01-15T15:16:53,WARN,USB bus stall: device 4aa55559310f on port 4 failed to enumerate
WO-0001193,2025-01-15T15:22:47,INFO,device id 19a0eb detected
WO-0001193,2025-01-15T15:24:04,INFO,device id 062817 detected
WO-0001193,2025-01-15T15:24:43,INFO,device id 9a2c15 detected
WO-0001193,2025-01-15T15:25:29,ERROR,checksum 11fbb31d verified
WO-0001193,2025-01-15T15:26:11,WARN,checksum ee2182cc verified
WO-0001193,2025-01-15T15:29:10,INFO,device id 613ae5 detected
WO-0001193,2025-01-15T15:46:07,INFO,invoking task stage_image
WO-0001193,2025-01-15T15:46:48,INFO,step completed: audit duration=82s
WO-0001193,2025-01-15T15:50:02,ERROR,USB bus stall: device b8237b1886b7 on port 6 failed to enumerate
WO-0001193,2025-01-15T15:52:53,INFO,device id dedb5f detected
WO-0001194,2025-01-15T08:02:58,INFO,checksum 888f9677 verified
WO-0001194,2025-01-15T08:03:59,INFO,device id a66912 detected
WO-0001194,2025-01-15T08:08:46,INFO,device id ebc29f detected
WO-0001194,2025-01-15T08:13:29,INFO,checksum c04ee3af verified
WO-0001194,2025-01-15T08:17:27,WARN,UEFI verification failed: signature invalid
WO-0001194,2025-01-15T08:18:46,WARN,invoking task run_memtest
WO-0001194,2025-01-15T08:19:56,INFO,invoking task stage_image
WO-0001194,2025-01-15T08:22:15,INFO,invoking task stage_image
WO-0001194,2025-01-15T08:25:14,WARN,device id 3728c5 detected
WO-0001194,2025-01-15T08:29:20,WARN,checksum 9aa8b416 verified
WO-0001194,2025-01-15T08:33:44,INFO,step completed: audit duration=91s
WO-0001194,2025-01-15T08:38:48,ERROR,device id 5f4341 detected
WO-0001194,2025-01-15T08:43:40,ERROR,UEFI verification failed: signature invalid
WO-0001194,2025-01-15T08:48:01,INFO,step completed: audit duration=91s
WO-0001195,2025-01-15T10:06:07,INFO,step completed: qc duration=33s
WO-0001195,2025-01-15T10:08:32,WARN,HBA reported link loss on expander port 5
WO-0001195,2025-01-15T10:08:47,ERROR,DIMM error corrected>threshold; slot 1
WO-0001195,2025-01-15T10:14:12,INFO,device id 613112 detected
WO-0001195,2025-01-15T10:20:52,WARN,invoking task install_driver
WO-0001195,2025-01-15T10:27:27,ERROR,checksum 025baf8d verified
WO-0001195,2025-01-15T10:30:28,ERROR,step completed: flash duration=89s
WO-0001195,2025-01-15T10:33:40,INFO,checksum d9638453 verified
WO-0001195,2025-01-15T10:37:34,INFO,checksum bc71beff verified
WO-0001195,2025-01-15T10:41:02,INFO,step completed: flash duration=103s
WO-0001195,2025-01-15T10:45:01,INFO,invoking task run_memtest
WO-0001195,2025-01-15T10:47:47,INFO,invoking task install_driver
WO-0001195,2025-01-15T10:50:16,INFO,invoking task run_memtest
WO-0001195,2025-01-15T10:57:50,WARN,memtest intermittent failure: pattern=0xAA55; addr=0x5b2b08f8d0d4
WO-0001195,2025-01-15T10:58:00,ERROR,DIMM error corrected>threshold; slot 10
WO-0001196,2025-01-15T10:02:54,INFO,invoking task stage_image
WO-0001196,2025-01-15T10:10:56,INFO,device id b71d41 detected
WO-0001196,2025-01-15T10:15:43,WARN,AER reported fatal error on GPU function; retraining required
WO-0001196,2025-01-15T10:20:28,ERROR,SAS link drop: phy6 reset; negotiated 0 Gbps
WO-0001196,2025-01-15T10:20:55,ERROR,SAS link drop: phy2 reset; negotiated 0 Gbps
WO-0001196,2025-01-15T10:21:08,WARN,device id 326326 detected
WO-0001196,2025-01-15T10:22:53,ERROR,device id 27aae2 detected
WO-0001196,2025-01-15T10:24:43,INFO,device id f5a72a detected
WO-0001196,2025-01-15T10:26:20,INFO,invoking task collect_telemetry
WO-0001196,2025-01-15T10:35:46,ERROR,invoking task run_memtest
WO-0001196,2025-01-15T10:39:04,INFO,step completed: audit duration=53s
WO-0001196,2025-01-15T10:46:46,WARN,checksum ed6dce07 verified
WO-0001196,2025-01-15T10:47:39,ERROR,step completed: qc duration=65s
WO-0001196,2025-01-15T10:51:41,ERROR,checksum c4a0bcb9 verified
WO-0001197,2025-01-15T13:02:25,INFO,step completed: provision duration=10s
WO-0001197,2025-01-15T13:20:18,INFO,step completed: qc duration=37s
WO-0001197,2025-01-15T13:21:31,INFO,step completed: provision duration=30s
WO-0001197,2025-01-15T13:30:45,INFO,step completed: audit duration=39s
WO-0001197,2025-01-15T13:37:04,WARN,checksum 9ed0a22b verified
WO-0001197,2025-01-15T13:38:34,INFO,device id 3fbdb3 detected
WO-0001197,2025-01-15T13:53:28,INFO,step completed: qc duration=96s
WO-0001198,2025-01-15T12:01:59,INFO,invoking task install_driver
WO-0001198,2025-01-15T12:09:49,INFO,device id 73341e detected
WO-0001198,2025-01-15T12:14:53,INFO,step completed: flash duration=3s
WO-0001198,2025-01-15T12:15:49,INFO,device id aef477 detected
WO-0001198,2025-01-15T12:23:34,ERROR,invoking task stage_image
WO-0001198,2025-01-15T12:24:25,ERROR,checksum 7f956a9e verified
WO-0001198,2025-01-15T12:25:12,WARN,step completed: audit duration=100s
WO-0001198,2025-01-15T12:37:22,INFO,invoking task install_driver
WO-0001198,2025-01-15T12:38:07,WARN,step completed: qc duration=105s
WO-0001198,2025-01-15T12:40:13,INFO,invoking task run_memtest
WO-0001198,2025-01-15T12:51:15,WARN,invoking task run_memtest
WO-0001198,2025-01-15T12:55:07,ERROR,AER reported fatal error on GPU function; retraining required
WO-0001198,2025-01-15T12:56:08,INFO,invoking task run_memtest
WO-0001198,2025-01-15T12:57:43,INFO,device id bd71bf detected
WO-0001199,2025-01-15T08:00:25,INFO,invoking task collect_telemetry
WO-0001199,2025-01-15T08:05:31,WARN,Attestation failed: EK cert chain not trusted
WO-0001199,2025-01-15T08:07:55,INFO,checksum 5a82e18d verified
WO-0001199,2025-01-15T08:09:52,INFO,checksum 5d0fa88b verified
WO-0001199,2025-01-15T08:10:32,WARN,device id db6de7 detected
WO-0001199,2025-01-15T08:11:04,INFO,invoking task stage_image
WO-0001199,2025-01-15T08:28:37,INFO,invoking task collect_telemetry
WO-0001199,2025-01-15T08:29:04,ERROR,invoking task run_memtest
WO-0001199,2025-01-15T08:42:36,ERROR,firmware expected=v1.2.0 actual=v1.1.15; aborting flash
WO-0001199,2025-01-15T08:44:00,ERROR,step completed: audit duration=87s
WO-0001199,2025-01-15T08:44:39,WARN,SAS link drop: phy6 reset; negotiated 0 Gbps
WO-0001199,2025-01-15T08:48:31,INFO,step completed: qc duration=53s
WO-0001199,2025-01-15T08:50:17,INFO,step completed: provision duration=114s
WO-0001199,2025-01-15T08:52:21,INFO,device id be24a5 detected
WO-0001199,2025-01-15T08:59:30,WARN,checksum e0ce9fc3 verified
WO-0001200,2025-01-16T16:04:21,WARN,USB bus stall: device f55d849a8eeb on port 6 failed to enumerate
WO-0001200,2025-01-16T16:04:23,ERROR,USB bus stall: device b460d4da2c68 on port 5 failed to enumerate
WO-0001200,2025-01-16T16:05:52,INFO,invoking task collect_telemetry
WO-0001200,2025-01-16T16:06:03,WARN,device id 39acdb detected
WO-0001200,2025-01-16T16:06:10,INFO,checksum e6383d37 verified
WO-0001200,2025-01-16T16:07:26,ERROR,Secure Boot policy blocked unsigned bootloader 29fc244040bd
WO-0001200,2025-01-16T16:17:30,INFO,checksum 2c3e8d1d verified
WO-0001200,2025-01-16T16:17:47,ERROR,Hub reset required; descriptor read timeout on port 4
WO-0001200,2025-01-16T16:20:43,ERROR,step completed: flash duration=6s
WO-0001200,2025-01-16T16:34:03,WARN,device id be5ec8 detected
WO-0001200,2025-01-16T16:34:17,ERROR,checksum f5bf108e verified
WO-0001200,2025-01-16T16:38:19,WARN,DIMM error corrected>threshold; slot 7
WO-0001200,2025-01-16T16:39:21,ERROR,DIMM error corrected>threshold; slot 2
WO-0001200,2025-01-16T16:47:16,WARN,DIMM error corrected>threshold; slot 2
WO-0001200,2025-01-16T16:47:47,ERROR,checksum f7f6d008 verified
WO-0001200,2025-01-16T16:48:02,INFO,device id 8397a0 detected
WO-0001201,2025-01-16T07:01:17,INFO,device id c05104 detected
WO-0001201,2025-01-16T07:04:31,INFO,device id 8c63e1 detected
WO-0001201,2025-01-16T07:20:20,INFO,invoking task install_driver
WO-0001201,2025-01-16T07:27:49,INFO,invoking task collect_telemetry
WO-0001201,2025-01-16T07:34:05,INFO,step completed: audit duration=117s
WO-0001201,2025-01-16T07:34:13,ERROR,invoking task install_driver
WO-0001202,2025-01-16T14:00:01,INFO,checksum 8e7c7a63 verified
WO-0001202,2025-01-16T14:01:47,INFO,step completed: audit duration=13s
WO-0001202,2025-01-16T14:11:15,INFO,invoking task run_memtest
WO-0001202,2025-01-16T14:20:29,INFO,invoking task run_memtest
WO-0001202,2025-01-16T14:24:35,ERROR,Hub reset required; descriptor read timeout on port 7
WO-0001202,2025-01-16T14:27:37,INFO,invoking task stage_image
WO-0001202,2025-01-16T14:31:55,ERROR,step completed: audit duration=74s
WO-0001202,2025-01-16T14:34:59,INFO,checksum 9e65b987 verified
WO-0001202,2025-01-16T14:36:06,INFO,step completed: qc duration=61s
WO-0001202,2025-01-16T14:38:55,INFO,step completed: provision duration=77s
WO-0001202,2025-01-16T14:39:46,ERROR,step completed: audit duration=4s
WO-0001202,2025-01-16T14:39:48,INFO,step completed: provision duration=105s
WO-0001202,2025-01-16T14:49:42,INFO,invoking task collect_telemetry
WO-0001202,2025-01-16T14:52:26,ERROR,USB bus stall: device 8f61a877388e on port 1 failed to enumerate
WO-0001202,2025-01-16T14:54:07,ERROR,step completed: qc duration=71s
WO-0001202,2025-01-16T14:55:10,ERROR,Hub reset required; descriptor read timeout on port 2
WO-0001202,2025-01-16T14:55:35,INFO,checksum 111a2ee6 verified
WO-0001202,2025-01-16T14:56:26,WARN,checksum f0064165 verified
WO-0001202,2025-01-16T14:56:35,WARN,step completed: flash duration=80s
WO-0001203,2025-01-16T09:02:17,WARN,"TPM quote invalid; PCR mismatch on indices [0,7]"
WO-0001203,2025-01-16T09:12:17,WARN,"TPM quote invalid; PCR mismatch on indices [0,7]"
WO-0001203,2025-01-16T09:12:41,ERROR,HBA reported link loss on expander port 4
WO-0001203,2025-01-16T09:12:43,WARN,SAS link drop: phy2 reset; negotiated 0 Gbps
WO-0001203,2025-01-16T09:12:46,INFO,invoking task run_memtest
WO-0001203,2025-01-16T09:17:30,INFO,checksum 1ccab216 verified
WO-0001203,2025-01-16T09:29:59,INFO,device id a32a26 detected
WO-0001203,2025-01-16T09:29:59,ERROR,"TPM quote invalid; PCR mismatch on indices [0,7]"
WO-0001203,2025-01-16T09:49:36,ERROR,device id 9a81df detected
WO-0001204,2025-01-16T10:03:25,WARN,device id 03bedb detected
WO-0001204,2025-01-16T10:08:59,WARN,invoking task collect_telemetry
WO-0001204,2025-01-16T10:15:42,ERROR,invoking task run_memtest
WO-0001204,2025-01-16T10:18:05,INFO,device id d1841d detected
WO-0001204,2025-01-16T10:18:59,INFO,step completed: flash duration=31s
WO-0001204,2025-01-16T10:22:19,ERROR,invoking task install_driver
WO-0001204,2025-01-16T10:22:47,INFO,checksum 79abe7cf verified
WO-0001204,2025-01-16T10:42:06,INFO,step completed: audit duration=28s
WO-0001204,2025-01-16T10:43:21,INFO,device id 1b1585 detected
WO-0001204,2025-01-16T10:44:22,INFO,step completed: provision duration=81s
WO-0001204,2025-01-16T10:49:12,INFO,step completed: qc duration=69s
WO-0001204,2025-01-16T10:53:56,WARN,device id 011224 detected
WO-0001205,2025-01-16T06:13:00,INFO,device id 23d739 detected
WO-0001205,2025-01-16T06:15:30,ERROR,USB bus stall: device 18410bac5360 on port 7 failed to enumerate
WO-0001205,2025-01-16T06:15:38,ERROR,UEFI verification failed: signature invalid
WO-0001205,2025-01-16T06:23:06,WARN,step completed: audit duration=110s
WO-0001205,2025-01-16T06:24:42,WARN,device id e38920 detected
WO-0001205,2025-01-16T06:28:31,ERROR,Secure Boot policy blocked unsigned bootloader 3506803b0a9f
WO-0001205,2025-01-16T06:29:28,INFO,device id 3d71ac detected
WO-0001205,2025-01-16T06:32:40,WARN,Secure Boot policy blocked unsigned bootloader 72742fff140f
WO-0001205,2025-01-16T06:37:28,WARN,step completed: flash duration=19s
WO-0001205,2025-01-16T06:44:24,WARN,checksum 7172d055 verified
WO-0001205,2025-01-16T06:46:56,INFO,step completed: qc duration=9s
WO-0001205,2025-01-16T06:55:47,INFO,step completed: provision duration=54s
WO-0001206,2025-01-16T16:06:51,WARN,USB bus stall: device 31e91f6a19a3 on port 7 failed to enumerate
WO-0001206,2025-01-16T16:07:47,ERROR,USB bus stall: device 5d46f20144b1 on port 5 failed to enumerate
WO-0001206,2025-01-16T16:14:50,INFO,device id b7bbfb detected
WO-0001206,2025-01-16T16:16:52,INFO,checksum ef0a9155 verified
WO-0001206,2025-01-16T16:21:48,ERROR,checksum 43722a35 verified
WO-0001206,2025-01-16T16:32:49,INFO,device id e73f16 detected
WO-0001206,2025-01-16T16:40:59,INFO,step completed: provision duration=105s
WO-0001206,2025-01-16T16:45:01,ERROR,Hub reset required; descriptor read timeout on port 7
WO-0001206,2025-01-16T16:46:30,WARN,device id 614cd2 detected
WO-0001206,2025-01-16T16:52:42,WARN,checksum aab23e26 verified
WO-0001206,2025-01-16T16:52:55,ERROR,checksum 1ca842eb verified
WO-0001206,2025-01-16T16:59:56,INFO,step completed: provision duration=104s
WO-0001207,2025-01-16T07:00:29,INFO,step completed: provision duration=54s
WO-0001207,2025-01-16T07:04:12,INFO,invoking task collect_telemetry
WO-0001207,2025-01-16T07:04:17,INFO,device id b463f7 detected
WO-0001207,2025-01-16T07:30:57,INFO,checksum c5426129 verified
WO-0001207,2025-01-16T07:38:50,INFO,invoking task stage_image
WO-0001207,2025-01-16T07:43:21,INFO,device id d4c674 detected
WO-0001207,2025-01-16T07:48:02,ERROR,step completed: qc duration=18s
WO-0001207,2025-01-16T07:50:05,INFO,invoking task stage_image
WO-0001208,2025-01-16T09:07:57,INFO,step completed: flash duration=31s
WO-0001208,2025-01-16T09:13:48,ERROR,firmware expected=v4.3.12 actual=v4.4.8; aborting flash
WO-0001208,2025-01-16T09:17:45,INFO,step completed: flash duration=104s
WO-0001208,2025-01-16T09:18:51,INFO,step completed: audit duration=58s
WO-0001208,2025-01-16T09:19:59,INFO,device id 0fc01f detected
WO-0001208,2025-01-16T09:20:49,ERROR,step completed: provision duration=19s
WO-0001208,2025-01-16T09:28:19,INFO,checksum 544b420f verified
WO-0001208,2025-01-16T09:31:51,ERROR,HBA reported link loss on expander port 3
WO-0001208,2025-01-16T09:34:19,INFO,invoking task stage_image
WO-0001208,2025-01-16T09:42:28,ERROR,firmware expected=v4.3.18 actual=v3.9.13; aborting flash
WO-0001208,2025-01-16T09:44:20,INFO,invoking task run_memtest
WO-0001208,2025-01-16T09:45:23,INFO,step completed: audit duration=25s
WO-0001208,2025-01-16T09:46:18,INFO,step completed: qc duration=51s
WO-0001208,2025-01-16T09:57:17,INFO,checksum 2dbf2855 verified
WO-0001208,2025-01-16T09:59:06,ERROR,invoking task run_memtest
WO-0001209,2025-01-16T13:09:46,INFO,step completed: provision duration=48s
WO-0001209,2025-01-16T13:19:37,INFO,step completed: provision duration=81s
WO-0001209,2025-01-16T13:22:16,INFO,step completed: qc duration=112s
WO-0001209,2025-01-16T13:27:47,INFO,device id 71060c detected
WO-0001209,2025-01-16T13:44:36,ERROR,PXE-E51: No DHCP or proxyDHCP offers on eno2
WO-0001209,2025-01-16T13:48:51,WARN,invoking task run_memtest
WO-0001209,2025-01-16T13:54:09,INFO,device id d2a402 detected
WO-0001209,2025-01-16T13:56:22,INFO,device id 3e0bb9 detected
WO-0001210,2025-01-16T09:04:07,INFO,invoking task collect_telemetry
WO-0001210,2025-01-16T09:14:52,ERROR,iPXE timeout on p1p2; no lease acquired
WO-0001210,2025-01-16T09:17:54,INFO,step completed: audit duration=34s
WO-0001210,2025-01-16T09:22:26,ERROR,PXE-E51: No DHCP or proxyDHCP offers on p1p1
WO-0001210,2025-01-16T09:27:17,WARN,PXE boot failed: DHCP pool exhausted on VLAN 3071
WO-0001210,2025-01-16T09:28:36,WARN,checksum d3b76739 verified
