work_order_id,catalog_id,supplier,device_type,technician,shift,build_date,failure_label
WO-0000800,CAT-1040,SPLR_09,STORAGE_NODE,Carmen,B,2025-01-11,1
WO-0000801,CAT-1007,SPLR_03,RACK1U,Tiffany,A,2025-01-11,0
WO-0000802,CAT-1068,SPLR_04,EMBEDDED_B,Erica,A,2025-01-11,0
WO-0000803,CAT-1019,SPLR_16,U25,Michael,A,2025-01-11,0
WO-0000804,CAT-1053,SPLR_11,NUC,Vicki,B,2025-01-11,0
WO-0000805,CAT-1033,SPLR_09,NUC,Philip,A,2025-01-11,0
WO-0000806,CAT-1080,SPLR_02,EMBEDDED_B,Ashley,C,2025-01-11,0
WO-0000807,CAT-1114,SPLR_14,NUC,Sarah,A,2025-01-11,0
WO-0000808,CAT-1099,SPLR_13,EDGE_AI,Edward,B,2025-01-11,0
WO-0000809,CAT-1026,SPLR_09,U25,Alice,B,2025-01-11,0
WO-0000810,CAT-1042,SPLR_12,EMBEDDED_B,Nathaniel,A,2025-01-11,0
WO-0000811,CAT-1032,SPLR_01,U25,Theresa,A,2025-01-11,0
WO-0000812,CAT-1065,SPLR_05,RACK2U,Adrienne,B,2025-01-11,0
WO-0000813,CAT-1025,SPLR_05,EMBEDDED_A,Wesley,B,2025-01-11,0
WO-0000814,CAT-1086,SPLR_08,RACK2U,Adam,C,2025-01-11,1
WO-0000815,CAT-1051,SPLR_07,EMBEDDED_A,Adrienne,C,2025-01-11,0
WO-0000816,CAT-1055,SPLR_08,EMBEDDED_B,Heather,B,2025-01-11,0
WO-0000817,CAT-1089,SPLR_08,EMBEDDED_B,Aaron,A,2025-01-11,0
WO-0000818,CAT-1062,SPLR_08,NUC,Kathy,A,2025-01-11,1
WO-0000819,CAT-1014,SPLR_11,RACK1U,Philip,A,2025-01-11,1
WO-0000820,CAT-1090,SPLR_09,EMBEDDED_A,Jonathan,A,2025-01-11,0
WO-0000821,CAT-1002,SPLR_03,STORAGE_NODE,Linda,A,2025-01-11,0
WO-0000822,CAT-1017,SPLR_10,RACK2U,Allison,A,2025-01-11,0
WO-0000823,CAT-1000,SPLR_02,RACK1U,Gerald,A,2025-01-11,0
WO-0000824,CAT-1056,SPLR_05,EMBEDDED_A,Taylor,C,2025-01-11,0
WO-0000825,CAT-1002,SPLR_03,EMBEDDED_B,Edward,A,2025-01-11,0
WO-0000826,CAT-1106,SPLR_12,STORAGE_NODE,Adam,C,2025-01-11,0
WO-0000827,CAT-1073,SPLR_02,RACK2U,Gabriel,A,2025-01-11,0
WO-0000828,CAT-1104,SPLR_08,EMBEDDED_A,Edward,C,2025-01-11,0
WO-0000829,CAT-1046,SPLR_03,RACK2U,Aaron,A,2025-01-11,0
WO-0000830,CAT-1080,SPLR_17,EMBEDDED_B,Erik,C,2025-01-11,1
WO-0000831,CAT-1006,SPLR_11,EMBEDDED_A,Marissa,A,2025-01-11,0
WO-0000832,CAT-1062,SPLR_12,EMBEDDED_A,Brenda,A,2025-01-11,0
WO-0000833,CAT-1054,SPLR_05,RACK1U,Brian,A,2025-01-11,1
WO-0000834,CAT-1033,SPLR_17,EMBEDDED_B,Gerald,A,2025-01-11,0
WO-0000835,CAT-1000,SPLR_12,EMBEDDED_A,Wesley,B,2025-01-11,0
WO-0000836,CAT-1030,SPLR_11,EMBEDDED_B,Felicia,B,2025-01-11,1
WO-0000837,CAT-1043,SPLR_11,EMBEDDED_A,Timothy,B,2025-01-11,1
WO-0000838,CAT-1086,SPLR_12,STORAGE_NODE,Theresa,A,2025-01-11,0
WO-0000839,CAT-1056,SPLR_02,STORAGE_NODE,Tiffany,A,2025-01-11,0
WO-0000840,CAT-1018,SPLR_05,STORAGE_NODE,Edward,A,2025-01-11,0
WO-0000841,CAT-1097,SPLR_06,EMBEDDED_B,Anthony,A,2025-01-11,0
WO-0000842,CAT-1064,SPLR_17,EDGE_AI,Adam,A,2025-01-11,0
WO-0000843,CAT-1105,SPLR_14,U25,John,C,2025-01-11,0
WO-0000844,CAT-1095,SPLR_07,EMBEDDED_A,Anna,A,2025-01-11,0
WO-0000845,CAT-1018,SPLR_05,EMBEDDED_B,Susan,B,2025-01-11,0
WO-0000846,CAT-1078,SPLR_02,STORAGE_NODE,Jonathan,A,2025-01-11,0
WO-0000847,CAT-1071,SPLR_10,RACK1U,Sarah,A,2025-01-11,0
WO-0000848,CAT-1019,SPLR_04,EMBEDDED_A,Tiffany,B,2025-01-11,0
WO-0000849,CAT-1056,SPLR_03,RACK1U,Philip,B,2025-01-11,0
WO-0000850,CAT-1048,SPLR_12,EDGE_AI,Anna,B,2025-01-11,0
WO-0000851,CAT-1085,SPLR_16,U25,Joseph,A,2025-01-11,0
WO-0000852,CAT-1089,SPLR_11,NUC,Heather,A,2025-01-11,0
WO-0000853,CAT-1007,SPLR_02,STORAGE_NODE,Gerald,A,2025-01-11,0
WO-0000854,CAT-1024,SPLR_14,EMBEDDED_A,Philip,A,2025-01-11,0
WO-0000855,CAT-1098,SPLR_10,EDGE_AI,Katherine,B,2025-01-11,0
WO-0000856,CAT-1098,SPLR_05,EMBEDDED_B,Brian,A,2025-01-11,0
WO-0000857,CAT-1117,SPLR_15,EMBEDDED_B,Erik,A,2025-01-11,0
WO-0000858,CAT-1033,SPLR_02,EMBEDDED_B,Gilbert,B,2025-01-11,0
WO-0000859,CAT-1092,SPLR_03,RACK1U,Andrew,B,2025-01-11,0
WO-0000860,CAT-1030,SPLR_16,RACK1U,Katelyn,B,2025-01-11,0
WO-0000861,CAT-1091,SPLR_06,STORAGE_NODE,Marissa,C,2025-01-11,0
WO-0000862,CAT-1029,SPLR_07,NUC,Brandon,A,2025-01-11,0
WO-0000863,CAT-1028,SPLR_14,EMBEDDED_A,Felicia,B,2025-01-11,0
WO-0000864,CAT-1021,SPLR_03,RACK1U,Gilbert,C,2025-01-11,0
WO-0000865,CAT-1032,SPLR_11,EMBEDDED_B,Michael,B,2025-01-11,0
WO-0000866,CAT-1045,SPLR_05,NUC,Michael,C,2025-01-11,0
WO-0000867,CAT-1027,SPLR_13,EMBEDDED_B,Joseph,A,2025-01-11,1
WO-0000868,CAT-1036,SPLR_12,U25,Kevin,C,2025-01-11,0
WO-0000869,CAT-1045,SPLR_14,RACK2U,Kimberly,B,2025-01-11,0
WO-0000870,CAT-1025,SPLR_09,STORAGE_NODE,Sarah,C,2025-01-11,0
WO-0000871,CAT-1077,SPLR_05,U25,Ashley,A,2025-01-11,0
WO-0000872,CAT-1098,SPLR_14,EMBEDDED_B,Carmen,B,2025-01-11,0
WO-0000873,CAT-1073,SPLR_12,U25,John,A,2025-01-11,0
WO-0000874,CAT-1060,SPLR_11,RACK1U,Rachel,A,2025-01-11,0
WO-0000875,CAT-1053,SPLR_16,RACK1U,Carolyn,A,2025-01-11,0
WO-0000876,CAT-1109,SPLR_04,RACK2U,Philip,A,2025-01-11,0
WO-0000877,CAT-1087,SPLR_01,EMBEDDED_A,Jamie,C,2025-01-11,0
WO-0000878,CAT-1064,SPLR_16,EMBEDDED_B,Jonathan,A,2025-01-11,0
WO-0000879,CAT-1108,SPLR_11,NUC,Carmen,A,2025-01-11,1
WO-0000880,CAT-1028,SPLR_03,U25,Tiffany,B,2025-01-12,0
WO-0000881,CAT-1079,SPLR_14,EMBEDDED_A,Sarah,A,2025-01-12,0
WO-0000882,CAT-1055,SPLR_10,RACK2U,Shannon,C,2025-01-12,0
WO-0000883,CAT-1110,SPLR_16,U25,Brian,C,2025-01-12,0
WO-0000884,CAT-1015,SPLR_01,RACK2U,Kyle,A,2025-01-12,0
WO-0000885,CAT-1010,SPLR_05,U25,Samantha,C,2025-01-12,0
WO-0000886,CAT-1026,SPLR_17,U25,Marissa,B,2025-01-12,1
WO-0000887,CAT-1091,SPLR_13,EMBEDDED_A,Jody,B,2025-01-12,0
WO-0000888,CAT-1052,SPLR_17,U25,Tracy,A,2025-01-12,0
WO-0000889,CAT-1036,SPLR_13,EMBEDDED_A,Heather,B,2025-01-12,0
WO-0000890,CAT-1057,SPLR_04,EMBEDDED_B,Adrienne,A,2025-01-12,0
WO-0000891,CAT-1080,SPLR_06,EMBEDDED_B,Gabriel,A,2025-01-12,0
WO-0000892,CAT-1096,SPLR_09,RACK1U,Wesley,A,2025-01-12,0
WO-0000893,CAT-1022,SPLR_10,RACK1U,Edward,B,2025-01-12,0
WO-0000894,CAT-1087,SPLR_08,STORAGE_NODE,Gary,A,2025-01-12,0
WO-0000895,CAT-1108,SPLR_01,RACK1U,Anthony,B,2025-01-12,1
WO-0000896,CAT-1068,SPLR_02,EDGE_AI,Kyle,A,2025-01-12,0
WO-0000897,CAT-1093,SPLR_06,EMBEDDED_A,Samantha,C,2025-01-12,0
WO-0000898,CAT-1008,SPLR_15,NUC,Taylor,B,2025-01-12,0
WO-0000899,CAT-1076,SPLR_13,U25,Amy,A,2025-01-12,0
WO-0000900,CAT-1040,SPLR_11,NUC,Donna,A,2025-01-12,0
WO-0000901,CAT-1042,SPLR_04,RACK2U,Jody,A,2025-01-12,0
WO-0000902,CAT-1102,SPLR_16,NUC,Sarah,C,2025-01-12,0
WO-0000903,CAT-1037,SPLR_17,STORAGE_NODE,Philip,B,2025-01-12,0
WO-0000904,CAT-1009,SPLR_13,EMBEDDED_A,Michael,A,2025-01-12,1
WO-0000905,CAT-1011,SPLR_02,EDGE_AI,Carmen,C,2025-01-12,0
WO-0000906,CAT-1079,SPLR_13,EMBEDDED_B,Katherine,B,2025-01-12,1
WO-0000907,CAT-1118,SPLR_01,U25,Dawn,A,2025-01-12,0
WO-0000908,CAT-1083,SPLR_10,NUC,Lisa,A,2025-01-12,0
WO-0000909,CAT-1112,SPLR_09,EDGE_AI,Samantha,A,2025-01-12,1
WO-0000910,CAT-1118,SPLR_13,NUC,John,A,2025-01-12,1
WO-0000911,CAT-1103,SPLR_06,RACK1U,Heather,A,2025-01-12,0
WO-0000912,CAT-1029,SPLR_13,EMBEDDED_A,Linda,A,2025-01-12,0
WO-0000913,CAT-1077,SPLR_11,EMBEDDED_A,Donald,A,2025-01-12,1
WO-0000914,CAT-1068,SPLR_14,STORAGE_NODE,Donna,C,2025-01-12,0
WO-0000915,CAT-1110,SPLR_12,EMBEDDED_A,Philip,A,2025-01-12,0
WO-0000916,CAT-1010,SPLR_02,NUC,Linda,A,2025-01-12,0
WO-0000917,CAT-1013,SPLR_07,U25,Marissa,B,2025-01-12,0
WO-0000918,CAT-1117,SPLR_03,EMBEDDED_A,Brian,A,2025-01-12,0
WO-0000919,CAT-1089,SPLR_01,EDGE_AI,Tracy,A,2025-01-12,0
WO-0000920,CAT-1100,SPLR_15,RACK1U,Katherine,B,2025-01-12,0
WO-0000921,CAT-1091,SPLR_03,EDGE_AI,Rachel,B,2025-01-12,0
WO-0000922,CAT-1055,SPLR_12,U25,Trevor,A,2025-01-12,0
WO-0000923,CAT-1058,SPLR_03,U25,Vicki,A,2025-01-12,0
WO-0000924,CAT-1061,SPLR_03,U25,Kimberly,A,2025-01-12,0
WO-0000925,CAT-1114,SPLR_07,EMBEDDED_B,Sarah,C,2025-01-12,0
WO-0000926,CAT-1113,SPLR_16,EMBEDDED_A,Theresa,A,2025-01-12,0
WO-0000927,CAT-1035,SPLR_11,RACK1U,Trevor,C,2025-01-12,0
WO-0000928,CAT-1073,SPLR_09,STORAGE_NODE,Brenda,B,2025-01-12,0
WO-0000929,CAT-1116,SPLR_06,STORAGE_NODE,Nathaniel,A,2025-01-12,0
WO-0000930,CAT-1033,SPLR_02,EDGE_AI,Rachel,B,2025-01-12,0
WO-0000931,CAT-1037,SPLR_01,NUC,Andrew,B,2025-01-12,1
WO-0000932,CAT-1035,SPLR_09,NUC,Kathy,A,2025-01-12,0
WO-0000933,CAT-1040,SPLR_04,STORAGE_NODE,Adrienne,C,2025-01-12,0
WO-0000934,CAT-1039,SPLR_17,U25,Sarah,B,2025-01-12,1
WO-0000935,CAT-1071,SPLR_13,EMBEDDED_A,Marissa,C,2025-01-12,0
WO-0000936,CAT-1021,SPLR_10,RACK2U,Philip,A,2025-01-12,0
WO-0000937,CAT-1038,SPLR_12,RACK2U,Katherine,A,2025-01-12,0
WO-0000938,CAT-1012,SPLR_04,NUC,Kathy,B,2025-01-12,0
WO-0000939,CAT-1076,SPLR_08,NUC,Donald,A,2025-01-12,0
WO-0000940,CAT-1055,SPLR_13,RACK1U,Derrick,B,2025-01-12,0
WO-0000941,CAT-1069,SPLR_09,NUC,Jamie,B,2025-01-12,0
WO-0000942,CAT-1114,SPLR_09,RACK2U,Edward,C,2025-01-12,0
WO-0000943,CAT-1003,SPLR_06,RACK2U,Kyle,C,2025-01-12,0
WO-0000944,CAT-1010,SPLR_01,EMBEDDED_B,Susan,A,2025-01-12,1
WO-0000945,CAT-1007,SPLR_11,RACK1U,Kyle,C,2025-01-12,0
WO-0000946,CAT-1096,SPLR_10,STORAGE_NODE,Theresa,A,2025-01-12,0
WO-0000947,CAT-1073,SPLR_02,U25,Jonathan,A,2025-01-12,1
WO-0000948,CAT-1011,SPLR_06,NUC,Jody,A,2025-01-12,0
WO-0000949,CAT-1001,SPLR_13,U25,Rachel,B,2025-01-12,1
WO-0000950,CAT-1024,SPLR_08,EDGE_AI,Donald,B,2025-01-12,1
WO-0000951,CAT-1101,SPLR_05,NUC,Chad,A,2025-01-12,0
WO-0000952,CAT-1083,SPLR_05,NUC,Kimberly,A,2025-01-12,1
WO-0000953,CAT-1044,SPLR_10,EMBEDDED_A,Ashley,A,2025-01-12,0
WO-0000954,CAT-1108,SPLR_07,EMBEDDED_A,Jonathan,A,2025-01-12,0
WO-0000955,CAT-1098,SPLR_03,EMBEDDED_B,Daniel,B,2025-01-12,0
WO-0000956,CAT-1099,SPLR_11,EDGE_AI,Ashley,A,2025-01-12,0
WO-0000957,CAT-1092,SPLR_01,EMBEDDED_A,Brenda,A,2025-01-12,0
WO-0000958,CAT-1002,SPLR_10,RACK1U,James,B,2025-01-12,0
WO-0000959,CAT-1042,SPLR_09,EMBEDDED_A,Anna,B,2025-01-12,0
WO-0000960,CAT-1103,SPLR_07,RACK1U,Adam,B,2025-01-13,1
WO-0000961,CAT-1070,SPLR_06,EMBEDDED_B,Jody,B,2025-01-13,0
WO-0000962,CAT-1039,SPLR_03,EMBEDDED_B,Carolyn,C,2025-01-13,0
WO-0000963,CAT-1052,SPLR_01,EDGE_AI,Brian,A,2025-01-13,0
WO-0000964,CAT-1043,SPLR_08,EMBEDDED_A,Joseph,C,2025-01-13,1
WO-0000965,CAT-1001,SPLR_09,RACK1U,Michelle,A,2025-01-13,0
WO-0000966,CAT-1016,SPLR_16,EDGE_AI,Heather,A,2025-01-13,0
WO-0000967,CAT-1066,SPLR_13,STORAGE_NODE,Gerald,C,2025-01-13,1
WO-0000968,CAT-1062,SPLR_06,RACK2U,Ashley,B,2025-01-13,0
WO-0000969,CAT-1016,SPLR_17,EMBEDDED_B,Megan,B,2025-01-13,0
WO-0000970,CAT-1103,SPLR_02,STORAGE_NODE,Derrick,B,2025-01-13,0
WO-0000971,CAT-1013,SPLR_12,EDGE_AI,Kyle,C,2025-01-13,0
WO-0000972,CAT-1052,SPLR_16,EMBEDDED_A,Peter,C,2025-01-13,0
WO-0000973,CAT-1105,SPLR_10,RACK1U,Tiffany,B,2025-01-13,0
WO-0000974,CAT-1086,SPLR_12,NUC,Aaron,B,2025-01-13,0
WO-0000975,CAT-1016,SPLR_02,RACK2U,James,A,2025-01-13,0
WO-0000976,CAT-1052,SPLR_14,EMBEDDED_A,Anthony,C,2025-01-13,0
WO-0000977,CAT-1006,SPLR_15,RACK2U,Steven,B,2025-01-13,1
WO-0000978,CAT-1013,SPLR_03,RACK2U,Trevor,A,2025-01-13,1
WO-0000979,CAT-1063,SPLR_16,EMBEDDED_B,Philip,C,2025-01-13,0
WO-0000980,CAT-1087,SPLR_11,EMBEDDED_A,Erica,A,2025-01-13,0
WO-0000981,CAT-1118,SPLR_02,U25,Katherine,A,2025-01-13,0
WO-0000982,CAT-1053,SPLR_01,RACK1U,Erik,A,2025-01-13,0
WO-0000983,CAT-1071,SPLR_04,NUC,Katherine,A,2025-01-13,0
WO-0000984,CAT-1012,SPLR_07,STORAGE_NODE,Jonathan,B,2025-01-13,1
WO-0000985,CAT-1081,SPLR_07,STORAGE_NODE,Mark,B,2025-01-13,1
WO-0000986,CAT-1097,SPLR_01,EMBEDDED_A,Megan,C,2025-01-13,0
WO-0000987,CAT-1004,SPLR_14,RACK1U,Chad,C,2025-01-13,0
WO-0000988,CAT-1003,SPLR_14,NUC,Kyle,B,2025-01-13,0
WO-0000989,CAT-1054,SPLR_01,RACK2U,Tracy,B,2025-01-13,1
WO-0000990,CAT-1011,SPLR_12,EDGE_AI,Gilbert,A,2025-01-13,1
WO-0000991,CAT-1036,SPLR_17,EDGE_AI,Brandon,A,2025-01-13,1
WO-0000992,CAT-1095,SPLR_08,EMBEDDED_A,Carolyn,A,2025-01-13,0
WO-0000993,CAT-1066,SPLR_15,RACK2U,Erica,C,2025-01-13,0
WO-0000994,CAT-1035,SPLR_09,EMBEDDED_A,Steven,C,2025-01-13,1
WO-0000995,CAT-1084,SPLR_11,EMBEDDED_A,Michael,B,2025-01-13,0
WO-0000996,CAT-1026,SPLR_14,EMBEDDED_B,Shannon,B,2025-01-13,0
WO-0000997,CAT-1025,SPLR_11,STORAGE_NODE,Jay,C,2025-01-13,1
WO-0000998,CAT-1063,SPLR_03,EMBEDDED_A,Kelsey,B,2025-01-13,1
WO-0000999,CAT-1097,SPLR_14,RACK1U,Gilbert,C,2025-01-13,0
WO-0001000,CAT-1108,SPLR_11,RACK2U,Michael,B,2025-01-13,0
WO-0001001,CAT-1000,SPLR_13,NUC,Kelsey,B,2025-01-13,0
WO-0001002,CAT-1051,SPLR_13,EDGE_AI,Sarah,C,2025-01-13,0
WO-0001003,CAT-1033,SPLR_13,NUC,Alexis,C,2025-01-13,0
WO-0001004,CAT-1053,SPLR_14,STORAGE_NODE,Susan,A,2025-01-13,0
WO-0001005,CAT-1073,SPLR_10,EDGE_AI,Adrienne,B,2025-01-13,1
WO-0001006,CAT-1073,SPLR_03,EDGE_AI,Erik,B,2025-01-13,0
WO-0001007,CAT-1045,SPLR_08,EMBEDDED_B,Margaret,A,2025-01-13,1
WO-0001008,CAT-1045,SPLR_09,EDGE_AI,Katelyn,A,2025-01-13,0
WO-0001009,CAT-1005,SPLR_09,NUC,Gabriel,B,2025-01-13,0
WO-0001010,CAT-1035,SPLR_05,EDGE_AI,Anthony,A,2025-01-13,0
WO-0001011,CAT-1071,SPLR_06,RACK1U,Ashley,B,2025-01-13,0
WO-0001012,CAT-1064,SPLR_05,STORAGE_NODE,Philip,B,2025-01-13,0
WO-0001013,CAT-1039,SPLR_09,STORAGE_NODE,Aaron,A,2025-01-13,0
WO-0001014,CAT-1029,SPLR_15,EDGE_AI,Adam,A,2025-01-13,0
WO-0001015,CAT-1066,SPLR_10,RACK1U,James,B,2025-01-13,0
WO-0001016,CAT-1112,SPLR_16,RACK2U,Vicki,B,2025-01-13,0
WO-0001017,CAT-1074,SPLR_13,EMBEDDED_A,Daniel,C,2025-01-13,0
WO-0001018,CAT-1106,SPLR_17,U25,Sarah,C,2025-01-13,0
WO-0001019,CAT-1097,SPLR_09,EMBEDDED_A,Kathy,A,2025-01-13,0
WO-0001020,CAT-1021,SPLR_03,EDGE_AI,Michael,A,2025-01-13,0
WO-0001021,CAT-1036,SPLR_07,EMBEDDED_A,Michael,C,2025-01-13,0
WO-0001022,CAT-1050,SPLR_14,RACK1U,John,B,2025-01-13,0
WO-0001023,CAT-1008,SPLR_14,EMBEDDED_B,Taylor,B,2025-01-13,0
WO-0001024,CAT-1047,SPLR_14,STORAGE_NODE,Aaron,B,2025-01-13,0
WO-0001025,CAT-1046,SPLR_14,RACK2U,James,C,2025-01-13,1
WO-0001026,CAT-1007,SPLR_15,RACK1U,Felicia,A,2025-01-13,0
WO-0001027,CAT-1010,SPLR_17,EMBEDDED_A,Dawn,C,2025-01-13,1
WO-0001028,CAT-1037,SPLR_09,STORAGE_NODE,Anna,A,2025-01-13,0
WO-0001029,CAT-1034,SPLR_10,STORAGE_NODE,Linda,C,2025-01-13,1
WO-0001030,CAT-1092,SPLR_03,NUC,Tiffany,A,2025-01-13,0
WO-0001031,CAT-1029,SPLR_05,RACK1U,Heather,A,2025-01-13,0
WO-0001032,CAT-1062,SPLR_16,EMBEDDED_A,Susan,B,2025-01-13,0
WO-0001033,CAT-1072,SPLR_07,RACK1U,Gabriel,A,2025-01-13,0
WO-0001034,CAT-1034,SPLR_12,STORAGE_NODE,Tiffany,B,2025-01-13,0
WO-0001035,CAT-1033,SPLR_15,RACK2U,Danielle,B,2025-01-13,0
WO-0001036,CAT-1093,SPLR_12,STORAGE_NODE,Susan,A,2025-01-13,0
WO-0001037,CAT-1077,SPLR_03,EDGE_AI,Jamie,B,2025-01-13,0
WO-0001038,CAT-1092,SPLR_11,RACK2U,Donna,C,2025-01-13,0
WO-0001039,CAT-1007,SPLR_05,RACK1U,Rachel,B,2025-01-13,1
WO-0001040,CAT-1077,SPLR_01,RACK1U,Brenda,A,2025-01-14,0
WO-0001041,CAT-1097,SPLR_02,EMBEDDED_B,Adrienne,A,2025-01-14,0
WO-0001042,CAT-1028,SPLR_05,RACK2U,Erin,A,2025-01-14,0
WO-0001043,CAT-1103,SPLR_05,STORAGE_NODE,Donna,A,2025-01-14,0
WO-0001044,CAT-1091,SPLR_02,RACK1U,Daniel,A,2025-01-14,0
WO-0001045,CAT-1019,SPLR_16,EMBEDDED_A,Wesley,A,2025-01-14,0
WO-0001046,CAT-1109,SPLR_16,STORAGE_NODE,Tiffany,A,2025-01-14,0
WO-0001047,CAT-1081,SPLR_08,RACK1U,Linda,A,2025-01-14,0
WO-0001048,CAT-1116,SPLR_11,RACK2U,Ashley,B,2025-01-14,0
WO-0001049,CAT-1043,SPLR_06,NUC,Trevor,B,2025-01-14,0
WO-0001050,CAT-1094,SPLR_07,STORAGE_NODE,Philip,A,2025-01-14,0
WO-0001051,CAT-1068,SPLR_02,NUC,Jonathan,A,2025-01-14,0
WO-0001052,CAT-1118,SPLR_09,RACK2U,Donald,A,2025-01-14,0
WO-0001053,CAT-1022,SPLR_07,RACK1U,Michelle,B,2025-01-14,0
WO-0001054,CAT-1042,SPLR_01,RACK2U,Gary,A,2025-01-14,0
WO-0001055,CAT-1072,SPLR_10,U25,Rebecca,A,2025-01-14,0
WO-0001056,CAT-1034,SPLR_01,RACK1U,Katelyn,A,2025-01-14,1
WO-0001057,CAT-1002,SPLR_16,NUC,Gary,B,2025-01-14,0
WO-0001058,CAT-1118,SPLR_02,EMBEDDED_B,Andrew,A,2025-01-14,0
WO-0001059,CAT-1018,SPLR_12,EDGE_AI,Brandon,B,2025-01-14,0
WO-0001060,CAT-1085,SPLR_14,EDGE_AI,Jamie,B,2025-01-14,0
WO-0001061,CAT-1119,SPLR_15,STORAGE_NODE,Alice,B,2025-01-14,1
WO-0001062,CAT-1049,SPLR_17,EDGE_AI,Gregory,B,2025-01-14,0
WO-0001063,CAT-1057,SPLR_10,EMBEDDED_B,Brian,A,2025-01-14,0
WO-0001064,CAT-1086,SPLR_14,EDGE_AI,Brian,A,2025-01-14,0
WO-0001065,CAT-1115,SPLR_13,NUC,Adrienne,C,2025-01-14,0
WO-0001066,CAT-1025,SPLR_11,STORAGE_NODE,Heather,A,2025-01-14,0
WO-0001067,CAT-1069,SPLR_17,U25,Tiffany,B,2025-01-14,0
WO-0001068,CAT-1115,SPLR_09,EDGE_AI,Adam,A,2025-01-14,0
WO-0001069,CAT-1025,SPLR_15,EDGE_AI,Daniel,A,2025-01-14,0
WO-0001070,CAT-1013,SPLR_05,EMBEDDED_B,Amy,A,2025-01-14,0
WO-0001071,CAT-1105,SPLR_04,EDGE_AI,Andrew,B,2025-01-14,0
WO-0001072,CAT-1090,SPLR_14,RACK2U,Lisa,A,2025-01-14,0
WO-0001073,CAT-1055,SPLR_05,RACK1U,Tracy,C,2025-01-14,0
WO-0001074,CAT-1028,SPLR_17,U25,Felicia,A,2025-01-14,1
WO-0001075,CAT-1039,SPLR_05,EDGE_AI,Wesley,B,2025-01-14,0
WO-0001076,CAT-1100,SPLR_07,EMBEDDED_A,Michael,B,2025-01-14,0
WO-0001077,CAT-1079,SPLR_17,RACK1U,Jamie,B,2025-01-14,0
WO-0001078,CAT-1079,SPLR_14,EDGE_AI,Trevor,B,2025-01-14,1
WO-0001079,CAT-1058,SPLR_02,EDGE_AI,Adrienne,C,2025-01-14,1
WO-0001080,CAT-1079,SPLR_15,NUC,Tracy,A,2025-01-14,0
WO-0001081,CAT-1111,SPLR_10,EMBEDDED_B,Philip,C,2025-01-14,0
WO-0001082,CAT-1063,SPLR_07,U25,Joseph,A,2025-01-14,0
WO-0001083,CAT-1083,SPLR_07,NUC,Megan,A,2025-01-14,0
WO-0001084,CAT-1012,SPLR_12,EMBEDDED_A,Allison,B,2025-01-14,0
WO-0001085,CAT-1077,SPLR_08,NUC,Adam,A,2025-01-14,0
WO-0001086,CAT-1032,SPLR_06,U25,Daniel,A,2025-01-14,0
WO-0001087,CAT-1021,SPLR_04,RACK2U,Heather,B,2025-01-14,0
WO-0001088,CAT-1074,SPLR_14,STORAGE_NODE,Chad,A,2025-01-14,0
WO-0001089,CAT-1068,SPLR_11,U25,Wesley,A,2025-01-14,0
WO-0001090,CAT-1037,SPLR_08,RACK2U,Andrew,B,2025-01-14,0
WO-0001091,CAT-1033,SPLR_15,EMBEDDED_B,Jose,B,2025-01-14,0
WO-0001092,CAT-1012,SPLR_01,EMBEDDED_A,Gerald,B,2025-01-14,0
WO-0001093,CAT-1086,SPLR_06,U25,Jody,C,2025-01-14,0
WO-0001094,CAT-1076,SPLR_09,EMBEDDED_A,Erin,A,2025-01-14,0
WO-0001095,CAT-1074,SPLR_09,RACK1U,James,A,2025-01-14,0
WO-0001096,CAT-1085,SPLR_01,EMBEDDED_B,Adrienne,A,2025-01-14,1
WO-0001097,CAT-1095,SPLR_13,EDGE_AI,Thomas,B,2025-01-14,0
WO-0001098,CAT-1008,SPLR_17,EMBEDDED_A,Kevin,B,2025-01-14,0
WO-0001099,CAT-1061,SPLR_13,EMBEDDED_A,Gary,A,2025-01-14,0
WO-0001100,CAT-1063,SPLR_06,RACK2U,Chad,A,2025-01-14,0
WO-0001101,CAT-1044,SPLR_11,RACK1U,Linda,C,2025-01-14,0
WO-0001102,CAT-1017,SPLR_13,RACK2U,Brandon,B,2025-01-14,1
WO-0001103,CAT-1009,SPLR_01,STORAGE_NODE,Danielle,A,2025-01-14,0
WO-0001104,CAT-1026,SPLR_07,STORAGE_NODE,Tracy,A,2025-01-14,0
WO-0001105,CAT-1067,SPLR_12,EMBEDDED_B,Felicia,A,2025-01-14,1
WO-0001106,CAT-1101,SPLR_03,U25,Mark,C,2025-01-14,1
WO-0001107,CAT-1014,SPLR_08,U25,Jay,C,2025-01-14,1
WO-0001108,CAT-1017,SPLR_08,NUC,Kelsey,C,2025-01-14,0
WO-0001109,CAT-1086,SPLR_13,STORAGE_NODE,Sarah,C,2025-01-14,0
WO-0001110,CAT-1027,SPLR_17,NUC,Andrew,C,2025-01-14,0
WO-0001111,CAT-1101,SPLR_05,EMBEDDED_A,Philip,B,2025-01-14,1
WO-0001112,CAT-1057,SPLR_10,EMBEDDED_A,Kathy,B,2025-01-14,0
WO-0001113,CAT-1110,SPLR_06,NUC,Taylor,A,2025-01-14,0
WO-0001114,CAT-1065,SPLR_03,U25,Jonathan,B,2025-01-14,0
WO-0001115,CAT-1097,SPLR_10,NUC,Carolyn,B,2025-01-14,0
WO-0001116,CAT-1011,SPLR_16,EDGE_AI,Aaron,C,2025-01-14,1
